MaximumReturn,Iteration,AverageReturn,TotalSamples,MinimumReturn
-60.550451351658246,,-63.957347978857854,8000,-66.76744727421682
20.882763241188947,1,8.140819234781484,12000,-8.173391439057212
21.03352267942206,2,-4.310831268064713,16000,-16.894905923915413
28.822314200636605,3,9.91707062046757,20000,-12.649207265979118
8.820557892588335,4,3.5808013538792633,24000,-3.9785216449530325
28.378788179200967,5,16.639033489440035,28000,1.147661051645389
26.799347012679284,6,18.364137826688967,32000,1.1201843392570074
15.01365142023886,7,10.07814441272366,36000,3.3336144304470725
16.13486521915109,8,9.29097046919172,40000,-0.006240207728705583
16.476971618932932,9,10.325209787378858,44000,0.5394618821147426
33.310674820500765,10,26.988397257603083,48000,19.316887655313398
41.877278239975084,11,35.95289679060807,52000,31.09038751137462
29.136948745314008,12,19.509966346078997,56000,3.4901353852096775
45.16406010764708,13,33.80112490243716,60000,22.186911612144744
51.87270319169913,14,41.729166506454284,64000,35.17771057811951
41.7268871671,15,32.08227319734085,68000,26.82024573375924
41.721105415987594,16,24.60914307948073,72000,14.893433703859994
34.975923381632164,17,21.70854570485959,76000,8.907236953310862
35.52177400026989,18,24.00632441169239,80000,6.873097455893618
32.44685374309452,19,22.014845774098998,84000,3.7479892175944745
32.21422140263095,20,14.592159017496828,88000,-9.27979971206278
26.122105848358338,21,6.128247947506431,92000,-6.949973804943725
14.358142054821368,22,3.6696238822918237,96000,-2.7615395515205456
16.67703192991692,23,8.541078594678295,100000,-5.687763533199223
25.521762194571725,24,3.6014006678980732,104000,-8.393017159709443
13.659794341690356,25,-0.7923716715411061,108000,-14.052584510608424
30.97664859582793,26,8.831844271280497,112000,-12.504848217986797
24.55893616925423,27,7.106920943366542,116000,-12.294991971865203
29.182952691371135,28,13.224779035698232,120000,-7.621617445619895
25.948322066364867,29,0.7895111015126886,124000,-10.40120616502235
27.610338537171085,30,9.109302025914642,128000,-10.921847455631955
19.823829704287444,31,1.5987190013032706,132000,-14.126621396658392
22.801946217364858,32,-0.08127234969416319,136000,-14.511262420763751
